Region,Emission,Year,Value,,Unit,Source,Updated at,Updated by
NO,CO2,2035,-10.3849,,Mt,Own Calculation based on: https://unfccc.int/ghg-inventories-annex-i-parties/2023 - CRT,15.08.2024,"Herpich, Philipp <phe@wip.tu-berlin.de>"
NO,CO2,2040,-13.7319,,Mt,Own Calculation based on: https://unfccc.int/ghg-inventories-annex-i-parties/2023 - CRT,15.08.2024,"Herpich, Philipp <phe@wip.tu-berlin.de>"
NO,CO2,2045,-17.0789,,Mt,Own Calculation based on: https://unfccc.int/ghg-inventories-annex-i-parties/2023 - CRT,15.08.2024,"Herpich, Philipp <phe@wip.tu-berlin.de>"
NO,CO2,2050,-20.4259,,Mt,Own Calculation based on: https://unfccc.int/ghg-inventories-annex-i-parties/2023 - CRT,15.08.2024,"Herpich, Philipp <phe@wip.tu-berlin.de>"
NONEU_Balkan,CO2,2021,0.5251,,Mt,Own Calculation based on: https://unfccc.int/ghg-inventories-annex-i-parties/2023 - CRT,15.08.2024,"Herpich, Philipp <phe@wip.tu-berlin.de>"
NONEU_Balkan,CO2,2025,0.4368,,Mt,Own Calculation based on: https://unfccc.int/ghg-inventories-annex-i-parties/2023 - CRT,15.08.2024,"Herpich, Philipp <phe@wip.tu-berlin.de>"
NONEU_Balkan,CO2,2030,0.3484,,Mt,Own Calculation based on: https://unfccc.int/ghg-inventories-annex-i-parties/2023 - CRT,15.08.2024,"Herpich, Philipp <phe@wip.tu-berlin.de>"
NONEU_Balkan,CO2,2035,0.26,,Mt,Own Calculation based on: https://unfccc.int/ghg-inventories-annex-i-parties/2023 - CRT,15.08.2024,"Herpich, Philipp <phe@wip.tu-berlin.de>"
NONEU_Balkan,CO2,2040,0.1717,,Mt,Own Calculation based on: https://unfccc.int/ghg-inventories-annex-i-parties/2023 - CRT,15.08.2024,"Herpich, Philipp <phe@wip.tu-berlin.de>"
NONEU_Balkan,CO2,2045,0.0833,,Mt,Own Calculation based on: https://unfccc.int/ghg-inventories-annex-i-parties/2023 - CRT,15.08.2024,"Herpich, Philipp <phe@wip.tu-berlin.de>"
NONEU_Balkan,CO2,2050,-0.005,,Mt,Own Calculation based on: https://unfccc.int/ghg-inventories-annex-i-parties/2023 - CRT,15.08.2024,"Herpich, Philipp <phe@wip.tu-berlin.de>"
PL,CO2,2021,43.1733,,Mt,Own Calculation based on: https://unfccc.int/ghg-inventories-annex-i-parties/2023 - CRT,15.08.2024,"Herpich, Philipp <phe@wip.tu-berlin.de>"
PL,CO2,2025,31.4373,,Mt,Own Calculation based on: https://unfccc.int/ghg-inventories-annex-i-parties/2023 - CRT,15.08.2024,"Herpich, Philipp <phe@wip.tu-berlin.de>"
PL,CO2,2030,19.7014,,Mt,Own Calculation based on: https://unfccc.int/ghg-inventories-annex-i-parties/2023 - CRT,15.08.2024,"Herpich, Philipp <phe@wip.tu-berlin.de>"
PL,CO2,2035,7.9655,,Mt,Own Calculation based on: https://unfccc.int/ghg-inventories-annex-i-parties/2023 - CRT,15.08.2024,"Herpich, Philipp <phe@wip.tu-berlin.de>"
PL,CO2,2040,-3.7705,,Mt,Own Calculation based on: https://unfccc.int/ghg-inventories-annex-i-parties/2023 - CRT,15.08.2024,"Herpich, Philipp <phe@wip.tu-berlin.de>"
PL,CO2,2045,-15.5064,,Mt,Own Calculation based on: https://unfccc.int/ghg-inventories-annex-i-parties/2023 - CRT,15.08.2024,"Herpich, Philipp <phe@wip.tu-berlin.de>"
PL,CO2,2050,-27.2423,,Mt,Own Calculation based on: https://unfccc.int/ghg-inventories-annex-i-parties/2023 - CRT,15.08.2024,"Herpich, Philipp <phe@wip.tu-berlin.de>"
PT,CO2,2021,12.9916,,Mt,Own Calculation based on: https://unfccc.int/ghg-inventories-annex-i-parties/2023 - CRT,15.08.2024,"Herpich, Philipp <phe@wip.tu-berlin.de>"
PT,CO2,2025,9.675,,Mt,Own Calculation based on: https://unfccc.int/ghg-inventories-annex-i-parties/2023 - CRT,15.08.2024,"Herpich, Philipp <phe@wip.tu-berlin.de>"
PT,CO2,2030,6.3584,,Mt,Own Calculation based on: https://unfccc.int/ghg-inventories-annex-i-parties/2023 - CRT,15.08.2024,"Herpich, Philipp <phe@wip.tu-berlin.de>"
PT,CO2,2035,3.0418,,Mt,Own Calculation based on: https://unfccc.int/ghg-inventories-annex-i-parties/2023 - CRT,15.08.2024,"Herpich, Philipp <phe@wip.tu-berlin.de>"
PT,CO2,2040,-0.2748,,Mt,Own Calculation based on: https://unfccc.int/ghg-inventories-annex-i-parties/2023 - CRT,15.08.2024,"Herpich, Philipp <phe@wip.tu-berlin.de>"
PT,CO2,2045,-3.5915,,Mt,Own Calculation based on: https://unfccc.int/ghg-inventories-annex-i-parties/2023 - CRT,15.08.2024,"Herpich, Philipp <phe@wip.tu-berlin.de>"
PT,CO2,2050,-6.9081,,Mt,Own Calculation based on: https://unfccc.int/ghg-inventories-annex-i-parties/2023 - CRT,15.08.2024,"Herpich, Philipp <phe@wip.tu-berlin.de>"
RO,CO2,2021,-10.7652,,Mt,Own Calculation based on: https://unfccc.int/ghg-inventories-annex-i-parties/2023 - CRT,15.08.2024,"Herpich, Philipp <phe@wip.tu-berlin.de>"
RO,CO2,2025,-17.2944,,Mt,Own Calculation based on: https://unfccc.int/ghg-inventories-annex-i-parties/2023 - CRT,15.08.2024,"Herpich, Philipp <phe@wip.tu-berlin.de>"
RO,CO2,2030,-23.8236,,Mt,Own Calculation based on: https://unfccc.int/ghg-inventories-annex-i-parties/2023 - CRT,15.08.2024,"Herpich, Philipp <phe@wip.tu-berlin.de>"
RO,CO2,2035,-30.3528,,Mt,Own Calculation based on: https://unfccc.int/ghg-inventories-annex-i-parties/2023 - CRT,15.08.2024,"Herpich, Philipp <phe@wip.tu-berlin.de>"
RO,CO2,2040,-36.8821,,Mt,Own Calculation based on: https://unfccc.int/ghg-inventories-annex-i-parties/2023 - CRT,15.08.2024,"Herpich, Philipp <phe@wip.tu-berlin.de>"
RO,CO2,2045,-43.4113,,Mt,Own Calculation based on: https://unfccc.int/ghg-inventories-annex-i-parties/2023 - CRT,15.08.2024,"Herpich, Philipp <phe@wip.tu-berlin.de>"
RO,CO2,2050,-49.9405,,Mt,Own Calculation based on: https://unfccc.int/ghg-inventories-annex-i-parties/2023 - CRT,15.08.2024,"Herpich, Philipp <phe@wip.tu-berlin.de>"
SE,CO2,2021,-27.0733,,Mt,Own Calculation based on: https://unfccc.int/ghg-inventories-annex-i-parties/2023 - CRT,15.08.2024,"Herpich, Philipp <phe@wip.tu-berlin.de>"
SE,CO2,2025,-30.1171,,Mt,Own Calculation based on: https://unfccc.int/ghg-inventories-annex-i-parties/2023 - CRT,15.08.2024,"Herpich, Philipp <phe@wip.tu-berlin.de>"
SE,CO2,2030,-33.161,,Mt,Own Calculation based on: https://unfccc.int/ghg-inventories-annex-i-parties/2023 - CRT,15.08.2024,"Herpich, Philipp <phe@wip.tu-berlin.de>"
SE,CO2,2035,-36.2049,,Mt,Own Calculation based on: https://unfccc.int/ghg-inventories-annex-i-parties/2023 - CRT,15.08.2024,"Herpich, Philipp <phe@wip.tu-berlin.de>"
SE,CO2,2040,-39.2487,,Mt,Own Calculation based on: https://unfccc.int/ghg-inventories-annex-i-parties/2023 - CRT,15.08.2024,"Herpich, Philipp <phe@wip.tu-berlin.de>"
SE,CO2,2045,-42.2926,,Mt,Own Calculation based on: https://unfccc.int/ghg-inventories-annex-i-parties/2023 - CRT,15.08.2024,"Herpich, Philipp <phe@wip.tu-berlin.de>"
SE,CO2,2050,-45.3365,,Mt,Own Calculation based on: https://unfccc.int/ghg-inventories-annex-i-parties/2023 - CRT,15.08.2024,"Herpich, Philipp <phe@wip.tu-berlin.de>"
SI,CO2,2021,0.2408,,Mt,Own Calculation based on: https://unfccc.int/ghg-inventories-annex-i-parties/2023 - CRT,15.08.2024,"Herpich, Philipp <phe@wip.tu-berlin.de>"
SI,CO2,2025,-0.3816,,Mt,Own Calculation based on: https://unfccc.int/ghg-inventories-annex-i-parties/2023 - CRT,15.08.2024,"Herpich, Philipp <phe@wip.tu-berlin.de>"
SI,CO2,2030,-1.004,,Mt,Own Calculation based on: https://unfccc.int/ghg-inventories-annex-i-parties/2023 - CRT,15.08.2024,"Herpich, Philipp <phe@wip.tu-berlin.de>"
SI,CO2,2035,-1.6264,,Mt,Own Calculation based on: https://unfccc.int/ghg-inventories-annex-i-parties/2023 - CRT,15.08.2024,"Herpich, Philipp <phe@wip.tu-berlin.de>"
SI,CO2,2040,-2.2488,,Mt,Own Calculation based on: https://unfccc.int/ghg-inventories-annex-i-parties/2023 - CRT,15.08.2024,"Herpich, Philipp <phe@wip.tu-berlin.de>"
SI,CO2,2045,-2.8712,,Mt,Own Calculation based on: https://unfccc.int/ghg-inventories-annex-i-parties/2023 - CRT,15.08.2024,"Herpich, Philipp <phe@wip.tu-berlin.de>"
SI,CO2,2050,-3.4936,,Mt,Own Calculation based on: https://unfccc.int/ghg-inventories-annex-i-parties/2023 - CRT,15.08.2024,"Herpich, Philipp <phe@wip.tu-berlin.de>"
SK,CO2,2021,6.1469,,Mt,Own Calculation based on: https://unfccc.int/ghg-inventories-annex-i-parties/2023 - CRT,15.08.2024,"Herpich, Philipp <phe@wip.tu-berlin.de>"
SK,CO2,2025,3.8175,,Mt,Own Calculation based on: https://unfccc.int/ghg-inventories-annex-i-parties/2023 - CRT,15.08.2024,"Herpich, Philipp <phe@wip.tu-berlin.de>"
SK,CO2,2030,1.4882,,Mt,Own Calculation based on: https://unfccc.int/ghg-inventories-annex-i-parties/2023 - CRT,15.08.2024,"Herpich, Philipp <phe@wip.tu-berlin.de>"
SK,CO2,2035,-0.8412,,Mt,Own Calculation based on: https://unfccc.int/ghg-inventories-annex-i-parties/2023 - CRT,15.08.2024,"Herpich, Philipp <phe@wip.tu-berlin.de>"
SK,CO2,2040,-3.1706,,Mt,Own Calculation based on: https://unfccc.int/ghg-inventories-annex-i-parties/2023 - CRT,15.08.2024,"Herpich, Philipp <phe@wip.tu-berlin.de>"
SK,CO2,2045,-5.5,,Mt,Own Calculation based on: https://unfccc.int/ghg-inventories-annex-i-parties/2023 - CRT,15.08.2024,"Herpich, Philipp <phe@wip.tu-berlin.de>"
SK,CO2,2050,-7.8293,,Mt,Own Calculation based on: https://unfccc.int/ghg-inventories-annex-i-parties/2023 - CRT,15.08.2024,"Herpich, Philipp <phe@wip.tu-berlin.de>"
TR,CO2,2021,114.6854,,Mt,Own Calculation based on: https://unfccc.int/ghg-inventories-annex-i-parties/2023 - CRT,15.08.2024,"Herpich, Philipp <phe@wip.tu-berlin.de>"
TR,CO2,2025,87.2927,,Mt,Own Calculation based on: https://unfccc.int/ghg-inventories-annex-i-parties/2023 - CRT,15.08.2024,"Herpich, Philipp <phe@wip.tu-berlin.de>"
TR,CO2,2030,59.9001,,Mt,Own Calculation based on: https://unfccc.int/ghg-inventories-annex-i-parties/2023 - CRT,15.08.2024,"Herpich, Philipp <phe@wip.tu-berlin.de>"
TR,CO2,2035,32.5074,,Mt,Own Calculation based on: https://unfccc.int/ghg-inventories-annex-i-parties/2023 - CRT,15.08.2024,"Herpich, Philipp <phe@wip.tu-berlin.de>"
TR,CO2,2040,5.1148,,Mt,Own Calculation based on: https://unfccc.int/ghg-inventories-annex-i-parties/2023 - CRT,15.08.2024,"Herpich, Philipp <phe@wip.tu-berlin.de>"
TR,CO2,2045,-22.2779,,Mt,Own Calculation based on: https://unfccc.int/ghg-inventories-annex-i-parties/2023 - CRT,15.08.2024,"Herpich, Philipp <phe@wip.tu-berlin.de>"
TR,CO2,2050,-49.6705,,Mt,Own Calculation based on: https://unfccc.int/ghg-inventories-annex-i-parties/2023 - CRT,15.08.2024,"Herpich, Philipp <phe@wip.tu-berlin.de>"
UK,CO2,2021,95.5331,,Mt,Own Calculation based on: https://unfccc.int/ghg-inventories-annex-i-parties/2023 - CRT,15.08.2024,"Herpich, Philipp <phe@wip.tu-berlin.de>"
UK,CO2,2025,76.338,,Mt,Own Calculation based on: https://unfccc.int/ghg-inventories-annex-i-parties/2023 - CRT,15.08.2024,"Herpich, Philipp <phe@wip.tu-berlin.de>"
UK,CO2,2030,57.1428,,Mt,Own Calculation based on: https://unfccc.int/ghg-inventories-annex-i-parties/2023 - CRT,15.08.2024,"Herpich, Philipp <phe@wip.tu-berlin.de>"
UK,CO2,2035,37.9477,,Mt,Own Calculation based on: https://unfccc.int/ghg-inventories-annex-i-parties/2023 - CRT,15.08.2024,"Herpich, Philipp <phe@wip.tu-berlin.de>"
UK,CO2,2040,18.7525,,Mt,Own Calculation based on: https://unfccc.int/ghg-inventories-annex-i-parties/2023 - CRT,15.08.2024,"Herpich, Philipp <phe@wip.tu-berlin.de>"
UK,CO2,2045,-0.4426,,Mt,Own Calculation based on: https://unfccc.int/ghg-inventories-annex-i-parties/2023 - CRT,15.08.2024,"Herpich, Philipp <phe@wip.tu-berlin.de>"
UK,CO2,2050,-19.6378,,Mt,Own Calculation based on: https://unfccc.int/ghg-inventories-annex-i-parties/2023 - CRT,15.08.2024,"Herpich, Philipp <phe@wip.tu-berlin.de>"
AT,CO2,2018,14.9773,,Mt,same as 2021,20.02.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
BE,CO2,2018,28.5045,,Mt,same as 2021,15.08.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
BG,CO2,2018,4.2864,,Mt,same as 2021,15.08.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
CH,CO2,2018,9.0907,,Mt,same as 2021,15.08.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
CZ,CO2,2018,38.0772,,Mt,same as 2021,15.08.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
DE,CO2,2018,121.8842,,Mt,same as 2021,15.08.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
DK,CO2,2018,17.8226,,Mt,same as 2021,15.08.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
EE,CO2,2018,5.0744,,Mt,same as 2021,15.08.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
ES,CO2,2018,28.2681,,Mt,same as 2021,15.08.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
FI,CO2,2018,13.9529,,Mt,same as 2021,15.08.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
FR,CO2,2018,109.8639,,Mt,same as 2021,15.08.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
GR,CO2,2018,95.5331,,Mt,same as 2021,15.08.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
HR,CO2,2018,2.3717,,Mt,same as 2021,15.08.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
HU,CO2,2018,10.885,,Mt,same as 2021,15.08.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
IE,CO2,2018,34.478,,Mt,same as 2021,15.08.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
IT,CO2,2018,57.266,,Mt,same as 2021,15.08.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
LT,CO2,2018,1.865,,Mt,same as 2021,15.08.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
LU,CO2,2018,0.7433,,Mt,same as 2021,15.08.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
LV,CO2,2018,6.0786,,Mt,same as 2021,15.08.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
NL,CO2,2018,34.069,,Mt,same as 2021,15.08.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
NO,CO2,2018,-0.3439,,Mt,same as 2021,15.08.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
NONEU_Balkan,CO2,2018,0.5251,,Mt,same as 2021,15.08.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
PL,CO2,2018,43.1733,,Mt,same as 2021,15.08.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
PT,CO2,2018,12.9916,,Mt,same as 2021,15.08.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
RO,CO2,2018,-10.7652,,Mt,same as 2021,15.08.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
SE,CO2,2018,-27.0733,,Mt,same as 2021,15.08.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
SI,CO2,2018,0.2408,,Mt,same as 2021,15.08.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
SK,CO2,2018,6.1469,,Mt,same as 2021,15.08.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
TR,CO2,2018,114.6854,,Mt,same as 2021,15.08.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
UK,CO2,2018,95.5331,,Mt,same as 2021,15.08.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
AT,CO2,2055,-12.248,,Mt,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
AT,CO2,2060,-12.248,,Mt,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
BE,CO2,2055,-2.0045,,Mt,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
BE,CO2,2060,-2.0045,,Mt,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
BG,CO2,2055,-10.283,,Mt,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
BG,CO2,2060,-10.283,,Mt,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
CH,CO2,2055,-2.9956,,Mt,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
CH,CO2,2060,-2.9956,,Mt,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
CZ,CO2,2055,-2.9536,,Mt,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
CZ,CO2,2060,-2.9536,,Mt,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
DE,CO2,2055,-50.0809,,Mt,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
DE,CO2,2060,-50.0809,,Mt,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
DK,CO2,2055,-2.9766,,Mt,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
DK,CO2,2060,-2.9766,,Mt,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
EE,CO2,2055,-0.9763,,Mt,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
EE,CO2,2060,-0.9763,,Mt,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
ES,CO2,2055,-46.3394,,Mt,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
ES,CO2,2060,-46.3394,,Mt,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
FI,CO2,2055,-11.9668,,Mt,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
FI,CO2,2060,-11.9668,,Mt,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
FR,CO2,2055,-30.1802,,Mt,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
FR,CO2,2060,-30.1802,,Mt,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
GR,CO2,2055,-19.6378,,Mt,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
GR,CO2,2060,-19.6378,,Mt,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
HR,CO2,2055,-6.8072,,Mt,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
HR,CO2,2060,-6.8072,,Mt,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
HU,CO2,2055,-7.6004,,Mt,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
HU,CO2,2060,-7.6004,,Mt,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
IE,CO2,2055,-2.0984,,Mt,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
IE,CO2,2060,-2.0984,,Mt,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
IT,CO2,2055,-33.3584,,Mt,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
IT,CO2,2060,-33.3584,,Mt,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
LT,CO2,2055,-8.401,,Mt,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
LT,CO2,2060,-8.401,,Mt,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
LU,CO2,2055,-0.6834,,Mt,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
LU,CO2,2060,-0.6834,,Mt,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
LV,CO2,2055,-2.8023,,Mt,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
LV,CO2,2060,-2.8023,,Mt,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
NL,CO2,2055,-2.0904,,Mt,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
NL,CO2,2060,-2.0904,,Mt,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
NO,CO2,2055,-20.4259,,Mt,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
NO,CO2,2060,-20.4259,,Mt,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
NONEU_Balkan,CO2,2055,-0.005,,Mt,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
NONEU_Balkan,CO2,2060,-0.005,,Mt,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
PL,CO2,2055,-27.2423,,Mt,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
PL,CO2,2060,-27.2423,,Mt,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
PT,CO2,2055,-6.9081,,Mt,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
PT,CO2,2060,-6.9081,,Mt,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
RO,CO2,2055,-49.9405,,Mt,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
RO,CO2,2060,-49.9405,,Mt,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
SE,CO2,2055,-45.3365,,Mt,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
SE,CO2,2060,-45.3365,,Mt,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
SI,CO2,2055,-3.4936,,Mt,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
SI,CO2,2060,-3.4936,,Mt,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
SK,CO2,2055,-7.8293,,Mt,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
SK,CO2,2060,-7.8293,,Mt,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
TR,CO2,2055,-49.6705,,Mt,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
TR,CO2,2060,-49.6705,,Mt,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
UK,CO2,2055,-19.6378,,Mt,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
UK,CO2,2060,-19.6378,,Mt,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
