Region,Emission,Year,Value,Unnamed: 4,Unit,Source,Updated at,Updated by
HU,CO2,2040,999999,,Megatonnes,Assumption that makes the constraint not effective.,05.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
IE,CO2,2040,999999,,Megatonnes,Assumption that makes the constraint not effective.,05.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
IT,CO2,2040,999999,,Megatonnes,Assumption that makes the constraint not effective.,05.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
LU,CO2,2040,999999,,Megatonnes,Assumption that makes the constraint not effective.,05.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
ME,CO2,2040,999999,,Megatonnes,Assumption that makes the constraint not effective.,05.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
MK,CO2,2040,999999,,Megatonnes,Assumption that makes the constraint not effective.,05.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
NL,CO2,2040,999999,,Megatonnes,Assumption that makes the constraint not effective.,05.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
NO,CO2,2040,999999,,Megatonnes,Assumption that makes the constraint not effective.,05.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
PL,CO2,2040,999999,,Megatonnes,Assumption that makes the constraint not effective.,05.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
PT,CO2,2040,999999,,Megatonnes,Assumption that makes the constraint not effective.,05.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
RO,CO2,2040,999999,,Megatonnes,Assumption that makes the constraint not effective.,05.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
RS,CO2,2040,999999,,Megatonnes,Assumption that makes the constraint not effective.,05.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
SE,CO2,2040,999999,,Megatonnes,Assumption that makes the constraint not effective.,05.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
SI,CO2,2040,999999,,Megatonnes,Assumption that makes the constraint not effective.,05.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
SK,CO2,2040,999999,,Megatonnes,Assumption that makes the constraint not effective.,05.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
UK,CO2,2040,999999,,Megatonnes,Assumption that makes the constraint not effective.,05.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
EE,CO2,2040,999999,,Megatonnes,Assumption that makes the constraint not effective.,05.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
LT,CO2,2040,999999,,Megatonnes,Assumption that makes the constraint not effective.,05.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
LV,CO2,2040,999999,,Megatonnes,Assumption that makes the constraint not effective.,05.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
UA,CO2,2040,999999,,Megatonnes,Assumption that makes the constraint not effective.,05.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
RU,CO2,2040,999999,,Megatonnes,Assumption that makes the constraint not effective.,05.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
BY,CO2,2040,999999,,Megatonnes,Assumption that makes the constraint not effective.,05.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
TR,CO2,2040,999999,,Megatonnes,Assumption that makes the constraint not effective.,05.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
NONEU_Balkan,CO2,2040,999999,,Megatonnes,Assumption that makes the constraint not effective.,05.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
AL,CO2,2045,999999,,Megatonnes,Assumption that makes the constraint not effective.,05.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
AT,CO2,2045,999999,,Megatonnes,Assumption that makes the constraint not effective.,05.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
BA,CO2,2045,999999,,Megatonnes,Assumption that makes the constraint not effective.,05.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
BE,CO2,2045,999999,,Megatonnes,Assumption that makes the constraint not effective.,05.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
BG,CO2,2045,999999,,Megatonnes,Assumption that makes the constraint not effective.,05.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
CH,CO2,2045,999999,,Megatonnes,Assumption that makes the constraint not effective.,05.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
CZ,CO2,2045,999999,,Megatonnes,Assumption that makes the constraint not effective.,05.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
DE,CO2,2045,999999,,Megatonnes,Assumption that makes the constraint not effective.,05.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
DK,CO2,2045,999999,,Megatonnes,Assumption that makes the constraint not effective.,05.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
ES,CO2,2045,999999,,Megatonnes,Assumption that makes the constraint not effective.,05.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
FI,CO2,2045,999999,,Megatonnes,Assumption that makes the constraint not effective.,05.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
FR,CO2,2045,999999,,Megatonnes,Assumption that makes the constraint not effective.,05.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
GR,CO2,2045,999999,,Megatonnes,Assumption that makes the constraint not effective.,05.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
HR,CO2,2045,999999,,Megatonnes,Assumption that makes the constraint not effective.,05.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
HU,CO2,2045,999999,,Megatonnes,Assumption that makes the constraint not effective.,05.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
IE,CO2,2045,999999,,Megatonnes,Assumption that makes the constraint not effective.,05.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
IT,CO2,2045,999999,,Megatonnes,Assumption that makes the constraint not effective.,05.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
LU,CO2,2045,999999,,Megatonnes,Assumption that makes the constraint not effective.,05.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
ME,CO2,2045,999999,,Megatonnes,Assumption that makes the constraint not effective.,05.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
MK,CO2,2045,999999,,Megatonnes,Assumption that makes the constraint not effective.,05.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
NL,CO2,2045,999999,,Megatonnes,Assumption that makes the constraint not effective.,05.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
NO,CO2,2045,999999,,Megatonnes,Assumption that makes the constraint not effective.,05.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
PL,CO2,2045,999999,,Megatonnes,Assumption that makes the constraint not effective.,05.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
PT,CO2,2045,999999,,Megatonnes,Assumption that makes the constraint not effective.,05.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
RO,CO2,2045,999999,,Megatonnes,Assumption that makes the constraint not effective.,05.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
RS,CO2,2045,999999,,Megatonnes,Assumption that makes the constraint not effective.,05.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
SE,CO2,2045,999999,,Megatonnes,Assumption that makes the constraint not effective.,05.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
SI,CO2,2045,999999,,Megatonnes,Assumption that makes the constraint not effective.,05.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
SK,CO2,2045,999999,,Megatonnes,Assumption that makes the constraint not effective.,05.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
UK,CO2,2045,999999,,Megatonnes,Assumption that makes the constraint not effective.,05.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
EE,CO2,2045,999999,,Megatonnes,Assumption that makes the constraint not effective.,05.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
LT,CO2,2045,999999,,Megatonnes,Assumption that makes the constraint not effective.,05.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
LV,CO2,2045,999999,,Megatonnes,Assumption that makes the constraint not effective.,05.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
UA,CO2,2045,999999,,Megatonnes,Assumption that makes the constraint not effective.,05.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
RU,CO2,2045,999999,,Megatonnes,Assumption that makes the constraint not effective.,05.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
BY,CO2,2045,999999,,Megatonnes,Assumption that makes the constraint not effective.,05.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
TR,CO2,2045,999999,,Megatonnes,Assumption that makes the constraint not effective.,05.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
NONEU_Balkan,CO2,2045,999999,,Megatonnes,Assumption that makes the constraint not effective.,05.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
AL,CO2,2050,999999,,Megatonnes,Assumption that makes the constraint not effective.,05.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
AT,CO2,2050,999999,,Megatonnes,Assumption that makes the constraint not effective.,05.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
BA,CO2,2050,999999,,Megatonnes,Assumption that makes the constraint not effective.,05.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
BE,CO2,2050,999999,,Megatonnes,Assumption that makes the constraint not effective.,05.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
BG,CO2,2050,999999,,Megatonnes,Assumption that makes the constraint not effective.,05.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
CH,CO2,2050,999999,,Megatonnes,Assumption that makes the constraint not effective.,05.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
CZ,CO2,2050,999999,,Megatonnes,Assumption that makes the constraint not effective.,05.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
DE,CO2,2050,999999,,Megatonnes,Assumption that makes the constraint not effective.,05.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
DK,CO2,2050,999999,,Megatonnes,Assumption that makes the constraint not effective.,05.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
ES,CO2,2050,999999,,Megatonnes,Assumption that makes the constraint not effective.,05.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
FI,CO2,2050,999999,,Megatonnes,Assumption that makes the constraint not effective.,05.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
FR,CO2,2050,999999,,Megatonnes,Assumption that makes the constraint not effective.,05.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
GR,CO2,2050,999999,,Megatonnes,Assumption that makes the constraint not effective.,05.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
HR,CO2,2050,999999,,Megatonnes,Assumption that makes the constraint not effective.,05.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
HU,CO2,2050,999999,,Megatonnes,Assumption that makes the constraint not effective.,05.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
IE,CO2,2050,999999,,Megatonnes,Assumption that makes the constraint not effective.,05.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
IT,CO2,2050,999999,,Megatonnes,Assumption that makes the constraint not effective.,05.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
LU,CO2,2050,999999,,Megatonnes,Assumption that makes the constraint not effective.,05.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
ME,CO2,2050,999999,,Megatonnes,Assumption that makes the constraint not effective.,05.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
MK,CO2,2050,999999,,Megatonnes,Assumption that makes the constraint not effective.,05.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
NL,CO2,2050,999999,,Megatonnes,Assumption that makes the constraint not effective.,05.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
NO,CO2,2050,999999,,Megatonnes,Assumption that makes the constraint not effective.,05.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
PL,CO2,2050,999999,,Megatonnes,Assumption that makes the constraint not effective.,05.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
PT,CO2,2050,999999,,Megatonnes,Assumption that makes the constraint not effective.,05.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
RO,CO2,2050,999999,,Megatonnes,Assumption that makes the constraint not effective.,05.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
RS,CO2,2050,999999,,Megatonnes,Assumption that makes the constraint not effective.,05.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
SE,CO2,2050,999999,,Megatonnes,Assumption that makes the constraint not effective.,05.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
SI,CO2,2050,999999,,Megatonnes,Assumption that makes the constraint not effective.,05.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
SK,CO2,2050,999999,,Megatonnes,Assumption that makes the constraint not effective.,05.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
UK,CO2,2050,999999,,Megatonnes,Assumption that makes the constraint not effective.,05.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
EE,CO2,2050,999999,,Megatonnes,Assumption that makes the constraint not effective.,05.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
LT,CO2,2050,999999,,Megatonnes,Assumption that makes the constraint not effective.,05.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
LV,CO2,2050,999999,,Megatonnes,Assumption that makes the constraint not effective.,05.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
UA,CO2,2050,999999,,Megatonnes,Assumption that makes the constraint not effective.,05.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
RU,CO2,2050,999999,,Megatonnes,Assumption that makes the constraint not effective.,05.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
BY,CO2,2050,999999,,Megatonnes,Assumption that makes the constraint not effective.,05.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
TR,CO2,2050,999999,,Megatonnes,Assumption that makes the constraint not effective.,05.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
NONEU_Balkan,CO2,2050,999999,,Megatonnes,Assumption that makes the constraint not effective.,05.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
DE_BB,CO2,2018,999999,,Megatonnes,Assumption that makes the constraint not effective.,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BB,CO2,2020,999999,,Megatonnes,Assumption that makes the constraint not effective.,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BB,CO2,2025,999999,,Megatonnes,Assumption that makes the constraint not effective.,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BB,CO2,2030,999999,,Megatonnes,Assumption that makes the constraint not effective.,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BB,CO2,2035,999999,,Megatonnes,Assumption that makes the constraint not effective.,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BB,CO2,2040,999999,,Megatonnes,Assumption that makes the constraint not effective.,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BB,CO2,2045,999999,,Megatonnes,Assumption that makes the constraint not effective.,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BB,CO2,2050,999999,,Megatonnes,Assumption that makes the constraint not effective.,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BE,CO2,2018,999999,,Megatonnes,Assumption that makes the constraint not effective.,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BE,CO2,2020,999999,,Megatonnes,Assumption that makes the constraint not effective.,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BE,CO2,2025,999999,,Megatonnes,Assumption that makes the constraint not effective.,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BE,CO2,2030,999999,,Megatonnes,Assumption that makes the constraint not effective.,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BE,CO2,2035,999999,,Megatonnes,Assumption that makes the constraint not effective.,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BE,CO2,2040,999999,,Megatonnes,Assumption that makes the constraint not effective.,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BE,CO2,2045,999999,,Megatonnes,Assumption that makes the constraint not effective.,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BE,CO2,2050,999999,,Megatonnes,Assumption that makes the constraint not effective.,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BW,CO2,2018,999999,,Megatonnes,Assumption that makes the constraint not effective.,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BW,CO2,2020,999999,,Megatonnes,Assumption that makes the constraint not effective.,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BW,CO2,2025,999999,,Megatonnes,Assumption that makes the constraint not effective.,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BW,CO2,2030,999999,,Megatonnes,Assumption that makes the constraint not effective.,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BW,CO2,2035,999999,,Megatonnes,Assumption that makes the constraint not effective.,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BW,CO2,2040,999999,,Megatonnes,Assumption that makes the constraint not effective.,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BW,CO2,2045,999999,,Megatonnes,Assumption that makes the constraint not effective.,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BW,CO2,2050,999999,,Megatonnes,Assumption that makes the constraint not effective.,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,CO2,2018,999999,,Megatonnes,Assumption that makes the constraint not effective.,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,CO2,2020,999999,,Megatonnes,Assumption that makes the constraint not effective.,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,CO2,2025,999999,,Megatonnes,Assumption that makes the constraint not effective.,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,CO2,2030,999999,,Megatonnes,Assumption that makes the constraint not effective.,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,CO2,2035,999999,,Megatonnes,Assumption that makes the constraint not effective.,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,CO2,2040,999999,,Megatonnes,Assumption that makes the constraint not effective.,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,CO2,2045,999999,,Megatonnes,Assumption that makes the constraint not effective.,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,CO2,2050,999999,,Megatonnes,Assumption that makes the constraint not effective.,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,CO2,2018,999999,,Megatonnes,Assumption that makes the constraint not effective.,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,CO2,2020,999999,,Megatonnes,Assumption that makes the constraint not effective.,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,CO2,2025,999999,,Megatonnes,Assumption that makes the constraint not effective.,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,CO2,2030,999999,,Megatonnes,Assumption that makes the constraint not effective.,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,CO2,2035,999999,,Megatonnes,Assumption that makes the constraint not effective.,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,CO2,2040,999999,,Megatonnes,Assumption that makes the constraint not effective.,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,CO2,2045,999999,,Megatonnes,Assumption that makes the constraint not effective.,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,CO2,2050,999999,,Megatonnes,Assumption that makes the constraint not effective.,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,CO2,2018,999999,,Megatonnes,Assumption that makes the constraint not effective.,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,CO2,2020,999999,,Megatonnes,Assumption that makes the constraint not effective.,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,CO2,2025,999999,,Megatonnes,Assumption that makes the constraint not effective.,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,CO2,2030,999999,,Megatonnes,Assumption that makes the constraint not effective.,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,CO2,2035,999999,,Megatonnes,Assumption that makes the constraint not effective.,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,CO2,2040,999999,,Megatonnes,Assumption that makes the constraint not effective.,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,CO2,2045,999999,,Megatonnes,Assumption that makes the constraint not effective.,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,CO2,2050,999999,,Megatonnes,Assumption that makes the constraint not effective.,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HH,CO2,2018,999999,,Megatonnes,Assumption that makes the constraint not effective.,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HH,CO2,2020,999999,,Megatonnes,Assumption that makes the constraint not effective.,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HH,CO2,2025,999999,,Megatonnes,Assumption that makes the constraint not effective.,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HH,CO2,2030,999999,,Megatonnes,Assumption that makes the constraint not effective.,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HH,CO2,2035,999999,,Megatonnes,Assumption that makes the constraint not effective.,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HH,CO2,2040,999999,,Megatonnes,Assumption that makes the constraint not effective.,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HH,CO2,2045,999999,,Megatonnes,Assumption that makes the constraint not effective.,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HH,CO2,2050,999999,,Megatonnes,Assumption that makes the constraint not effective.,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_MV,CO2,2018,999999,,Megatonnes,Assumption that makes the constraint not effective.,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_MV,CO2,2020,999999,,Megatonnes,Assumption that makes the constraint not effective.,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_MV,CO2,2025,999999,,Megatonnes,Assumption that makes the constraint not effective.,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_MV,CO2,2030,999999,,Megatonnes,Assumption that makes the constraint not effective.,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_MV,CO2,2035,999999,,Megatonnes,Assumption that makes the constraint not effective.,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_MV,CO2,2040,999999,,Megatonnes,Assumption that makes the constraint not effective.,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_MV,CO2,2045,999999,,Megatonnes,Assumption that makes the constraint not effective.,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_MV,CO2,2050,999999,,Megatonnes,Assumption that makes the constraint not effective.,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NI,CO2,2018,999999,,Megatonnes,Assumption that makes the constraint not effective.,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NI,CO2,2020,999999,,Megatonnes,Assumption that makes the constraint not effective.,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NI,CO2,2025,999999,,Megatonnes,Assumption that makes the constraint not effective.,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NI,CO2,2030,999999,,Megatonnes,Assumption that makes the constraint not effective.,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NI,CO2,2035,999999,,Megatonnes,Assumption that makes the constraint not effective.,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NI,CO2,2040,999999,,Megatonnes,Assumption that makes the constraint not effective.,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NI,CO2,2045,999999,,Megatonnes,Assumption that makes the constraint not effective.,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NI,CO2,2050,999999,,Megatonnes,Assumption that makes the constraint not effective.,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NRW,CO2,2018,999999,,Megatonnes,Assumption that makes the constraint not effective.,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NRW,CO2,2020,999999,,Megatonnes,Assumption that makes the constraint not effective.,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NRW,CO2,2025,999999,,Megatonnes,Assumption that makes the constraint not effective.,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NRW,CO2,2030,999999,,Megatonnes,Assumption that makes the constraint not effective.,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NRW,CO2,2035,999999,,Megatonnes,Assumption that makes the constraint not effective.,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NRW,CO2,2040,999999,,Megatonnes,Assumption that makes the constraint not effective.,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NRW,CO2,2045,999999,,Megatonnes,Assumption that makes the constraint not effective.,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NRW,CO2,2050,999999,,Megatonnes,Assumption that makes the constraint not effective.,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,CO2,2018,999999,,Megatonnes,Assumption that makes the constraint not effective.,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,CO2,2020,999999,,Megatonnes,Assumption that makes the constraint not effective.,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,CO2,2025,999999,,Megatonnes,Assumption that makes the constraint not effective.,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,CO2,2030,999999,,Megatonnes,Assumption that makes the constraint not effective.,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,CO2,2035,999999,,Megatonnes,Assumption that makes the constraint not effective.,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,CO2,2040,999999,,Megatonnes,Assumption that makes the constraint not effective.,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,CO2,2045,999999,,Megatonnes,Assumption that makes the constraint not effective.,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,CO2,2050,999999,,Megatonnes,Assumption that makes the constraint not effective.,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SH,CO2,2018,999999,,Megatonnes,Assumption that makes the constraint not effective.,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SH,CO2,2020,999999,,Megatonnes,Assumption that makes the constraint not effective.,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SH,CO2,2025,999999,,Megatonnes,Assumption that makes the constraint not effective.,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SH,CO2,2030,999999,,Megatonnes,Assumption that makes the constraint not effective.,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SH,CO2,2035,999999,,Megatonnes,Assumption that makes the constraint not effective.,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SH,CO2,2040,999999,,Megatonnes,Assumption that makes the constraint not effective.,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SH,CO2,2045,999999,,Megatonnes,Assumption that makes the constraint not effective.,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SH,CO2,2050,999999,,Megatonnes,Assumption that makes the constraint not effective.,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SL,CO2,2018,999999,,Megatonnes,Assumption that makes the constraint not effective.,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
